heatingHomeDwellingType,heatingHomeNoOfBedrooms,heatingHomeFuel,heatingHomeAge,heatingType,heatingKgCO2Year,units,heatingSource,default
Semi-detached Bungalow,more than 5,Biomass,Pre 1930,Stove,3519,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Biomass,Post 1995,Boiler (wood chip/pellets),674,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Biomass,Post 1995,Stove,3086,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,1930 - 1995,Modern storage heaters (slim line),12787,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,1930 - 1995,old storage heaters (large volume),12787,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),11068,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,Pre 1930,Modern storage heaters (slim line),15606,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,Pre 1930,old storage heaters (large volume),15606,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),13325,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,Post 1995,Modern storage heaters (slim line),9468,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,Post 1995,old storage heaters (large volume),9468,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Electricity,Post 1995,room heaters (convector panel or radiant heaters),8351,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,1930 - 1995,Boiler - manual feed,13106,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,1930 - 1995,Boiler automatic (gravity) feed,12014,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,1930 - 1995,Open fires,20546,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,1930 - 1995,Closed room heaters,12170,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,Pre 1930,Boiler - manual feed,15969,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,Pre 1930,Boiler automatic (gravity) feed,14638,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,Pre 1930,Open fires,25467,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,Pre 1930,Closed room heaters,14794,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,Post 1995,Boiler - manual feed,9719,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,Post 1995,Boiler automatic (gravity) feed,8909,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,Post 1995,Open fires,14725,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Coal,Post 1995,Closed room heaters,9065,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),7014,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,1930 - 1995,Boiler (average - 5-10yrs old),5845,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),5395,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,1930 - 1995,Room Heaters,8186,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,1930 - 1995,Warm Air,6012,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,1930 - 1995,Back boiler,6474,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,1930 - 1995,Boiler (Condensing),4782,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),8453,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Pre 1930,Boiler (average - 5-10yrs old),7044,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Pre 1930,Boiler (new - less than 5 yrs old),6502,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Pre 1930,Room Heaters,9675,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Pre 1930,Warm Air,7246,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Pre 1930,Back boiler,7803,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Pre 1930,Boiler (Condensing),5764,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Post 1995,Boiler (old - 12 - 15yrs old),5281,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Post 1995,Boiler (average - 5-10yrs old),4401,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Post 1995,Boiler (new - less than 5 yrs old),4062,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Post 1995,Room Heaters,6393,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Post 1995,Warm Air,4526,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Post 1995,Back boiler,4874,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached Bungalow,more than 5,Gas,Post 1995,Boiler (Condensing),3600,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),2472,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,1930 - 1995,Boiler (average - 5-10yrs old),2008,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),1890,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,1930 - 1995,Room Heaters,3143,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,1930 - 1995,Boiler (Condensing),1785,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,1930 - 1995,Warm Air,2295,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),2821,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Pre 1930,Boiler (average - 5-10yrs old),2292,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Pre 1930,Boiler (new - less than 5 yrs old),2157,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Pre 1930,Room Heaters,3556,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Pre 1930,Boiler (Condensing),2037,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Pre 1930,Warm Air,2620,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Post 1995,Boiler (old - 12 - 15yrs old),2047,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Post 1995,Boiler (average - 5-10yrs old),1663,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Post 1995,Boiler (new - less than 5 yrs old),1565,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Post 1995,Room Heaters,2641,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Post 1995,Boiler (Condensing),1478,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Oil,Post 1995,Warm Air,1901,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),2319,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,1930 - 1995,Boiler (average - 5-10yrs old),1932,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),1739,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,1930 - 1995,Boiler (Condensing),1581,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),2644,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,Pre 1930,Boiler (average - 5-10yrs old),2203,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,Pre 1930,Boiler (new - less than 5 yrs old),1983,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,Pre 1930,Boiler (Condensing),1803,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,Post 1995,Boiler (old - 12 - 15yrs old),1913,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,Post 1995,Boiler (average - 5-10yrs old),1594,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,Post 1995,Boiler (new - less than 5 yrs old),1435,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,LPG,Post 1995,Boiler (Condensing),1305,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Biomass,1930 - 1995,Boiler (wood chip/pellets),264,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Biomass,1930 - 1995,Stove,1638,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Biomass,Pre 1930,Boiler (wood chip/pellets),304,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Biomass,Pre 1930,Stove,1679,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Biomass,Post 1995,Boiler (wood chip/pellets),216,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Biomass,Post 1995,Stove,1590,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,1930 - 1995,Boiler - manual feed,3806,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,1930 - 1995,Boiler automatic (gravity) feed,3489,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,1930 - 1995,Open fires,5415,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,1930 - 1995,Closed room heaters,3578,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,Pre 1930,Boiler - manual feed,4388,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,Pre 1930,Boiler automatic (gravity) feed,4023,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,Pre 1930,Open fires,6415,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,Pre 1930,Closed room heaters,4112,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,Post 1995,Boiler - manual feed,3112,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,Post 1995,Boiler automatic (gravity) feed,2853,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,Post 1995,Open fires,4222,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Coal,Post 1995,Closed room heaters,2942,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,1930 - 1995,Modern storage heaters (slim line),3707,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,1930 - 1995,old storage heaters (large volume),3707,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),3354,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,Pre 1930,Modern storage heaters (slim line),4277,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,Pre 1930,old storage heaters (large volume),4277,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),3819,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,Post 1995,Modern storage heaters (slim line),3029,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,Post 1995,old storage heaters (large volume),3029,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Electricity,Post 1995,room heaters (convector panel or radiant heaters),2775,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),2113,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,1930 - 1995,Boiler (average - 5-10yrs old),1761,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),1626,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,1930 - 1995,Room Heaters,2716,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,1930 - 1995,Warm Air,1811,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,1930 - 1995,Back boiler,1951,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,1930 - 1995,Boiler (Condensing),1441,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),2409,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Pre 1930,Boiler (average - 5-10yrs old),2008,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Pre 1930,Boiler (new - less than 5 yrs old),1853,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Pre 1930,Room Heaters,3023,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Pre 1930,Warm Air,2065,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Pre 1930,Back boiler,2224,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Pre 1930,Boiler (Condensing),1643,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Post 1995,Boiler (old - 12 - 15yrs old),1744,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Post 1995,Boiler (average - 5-10yrs old),1453,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Post 1995,Boiler (new - less than 5 yrs old),1341,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Post 1995,Room Heaters,2334,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Post 1995,Warm Air,1495,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Post 1995,Back boiler,1610,kgCO2/year,defra/BRE/dgen 2007,
Flat,1,Gas,Post 1995,Boiler (Condensing),1189,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),3243,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,1930 - 1995,Boiler (average - 5-10yrs old),2635,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),2480,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,1930 - 1995,Room Heaters,4084,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,1930 - 1995,Boiler (Condensing),2342,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,1930 - 1995,Warm Air,3012,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),3750,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Pre 1930,Boiler (average - 5-10yrs old),3047,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Pre 1930,Boiler (new - less than 5 yrs old),2868,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Pre 1930,Room Heaters,4683,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Pre 1930,Boiler (Condensing),2709,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Pre 1930,Warm Air,3482,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Post 1995,Boiler (old - 12 - 15yrs old),2627,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Post 1995,Boiler (average - 5-10yrs old),2135,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Post 1995,Boiler (new - less than 5 yrs old),2009,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Post 1995,Room Heaters,3356,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Post 1995,Boiler (Condensing),1897,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Oil,Post 1995,Warm Air,2440,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),3040,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,1930 - 1995,Boiler (average - 5-10yrs old),2533,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),2280,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,1930 - 1995,Boiler (Condensing),2073,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),3512,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,Pre 1930,Boiler (average - 5-10yrs old),2926,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,Pre 1930,Boiler (new - less than 5 yrs old),2634,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,Pre 1930,Boiler (Condensing),2394,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,Post 1995,Boiler (old - 12 - 15yrs old),2452,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,Post 1995,Boiler (average - 5-10yrs old),2044,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,Post 1995,Boiler (new - less than 5 yrs old),1839,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,LPG,Post 1995,Boiler (Condensing),1672,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Biomass,1930 - 1995,Boiler (wood chip/pellets),349,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Biomass,1930 - 1995,Stove,1902,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Biomass,Pre 1930,Boiler (wood chip/pellets),407,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Biomass,Pre 1930,Stove,1960,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Biomass,Post 1995,Boiler (wood chip/pellets),279,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Biomass,Post 1995,Stove,1832,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,1930 - 1995,Boiler - manual feed,5034,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,1930 - 1995,Boiler automatic (gravity) feed,4614,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,1930 - 1995,Open fires,7378,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,1930 - 1995,Closed room heaters,4715,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,Pre 1930,Boiler - manual feed,5878,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,Pre 1930,Boiler automatic (gravity) feed,5388,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,Pre 1930,Open fires,8828,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,Pre 1930,Closed room heaters,5488,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,Post 1995,Boiler - manual feed,4027,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,Post 1995,Boiler automatic (gravity) feed,3692,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,Post 1995,Open fires,5648,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Coal,Post 1995,Closed room heaters,3792,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,1930 - 1995,Modern storage heaters (slim line),4901,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,1930 - 1995,old storage heaters (large volume),4901,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),4390,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,Pre 1930,Modern storage heaters (slim line),5728,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,Pre 1930,old storage heaters (large volume),5728,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),5064,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,Post 1995,Modern storage heaters (slim line),3919,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,Post 1995,old storage heaters (large volume),3919,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Electricity,Post 1995,room heaters (convector panel or radiant heaters),3550,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),2770,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,1930 - 1995,Boiler (average - 5-10yrs old),2309,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),2131,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,1930 - 1995,Room Heaters,3465,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,1930 - 1995,Warm Air,2375,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,1930 - 1995,Back boiler,2557,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,1930 - 1995,Boiler (Condensing),1889,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),3200,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Pre 1930,Boiler (average - 5-10yrs old),2667,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Pre 1930,Boiler (new - less than 5 yrs old),2462,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Pre 1930,Room Heaters,3910,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Pre 1930,Warm Air,2743,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Pre 1930,Back boiler,2954,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Pre 1930,Boiler (Condensing),2182,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Post 1995,Boiler (old - 12 - 15yrs old),2235,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Post 1995,Boiler (average - 5-10yrs old),1862,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Post 1995,Boiler (new - less than 5 yrs old),1719,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Post 1995,Room Heaters,2911,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Post 1995,Warm Air,1916,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Post 1995,Back boiler,2063,kgCO2/year,defra/BRE/dgen 2007,
Flat,2,Gas,Post 1995,Boiler (Condensing),1524,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),4378,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,1930 - 1995,Boiler (average - 5-10yrs old),3557,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),3348,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,1930 - 1995,Room Heaters,5465,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,1930 - 1995,Boiler (Condensing),3162,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,1930 - 1995,Warm Air,4066,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),5119,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Pre 1930,Boiler (average - 5-10yrs old),4159,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Pre 1930,Boiler (new - less than 5 yrs old),3914,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Pre 1930,Room Heaters,6340,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Pre 1930,Boiler (Condensing),3697,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Pre 1930,Warm Air,4753,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Post 1995,Boiler (old - 12 - 15yrs old),3478,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Post 1995,Boiler (average - 5-10yrs old),2826,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Post 1995,Boiler (new - less than 5 yrs old),2660,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Post 1995,Room Heaters,4402,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Post 1995,Boiler (Condensing),2512,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Oil,Post 1995,Warm Air,3230,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),4101,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,1930 - 1995,Boiler (average - 5-10yrs old),3417,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),3076,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,1930 - 1995,Boiler (Condensing),2796,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),4790,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,Pre 1930,Boiler (average - 5-10yrs old),3991,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,Pre 1930,Boiler (new - less than 5 yrs old),3592,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,Pre 1930,Boiler (Condensing),3266,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,Post 1995,Boiler (old - 12 - 15yrs old),3242,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,Post 1995,Boiler (average - 5-10yrs old),2701,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,Post 1995,Boiler (new - less than 5 yrs old),2431,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,LPG,Post 1995,Boiler (Condensing),2210,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Biomass,1930 - 1995,Boiler (wood chip/pellets),474,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Biomass,1930 - 1995,Stove,2277,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Biomass,Pre 1930,Boiler (wood chip/pellets),560,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Biomass,Pre 1930,Stove,2362,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Biomass,Post 1995,Boiler (wood chip/pellets),372,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Biomass,Post 1995,Stove,2175,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Coal,1930 - 1995,Boiler - manual feed,6841,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Coal,1930 - 1995,Boiler automatic (gravity) feed,6271,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Coal,1930 - 1995,Open fires,10280,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Coal,1930 - 1995,Closed room heaters,6388,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Coal,Pre 1930,Boiler - manual feed,8074,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Coal,Pre 1930,Boiler automatic (gravity) feed,7401,kgCO2/year,defra/BRE/dgen 2007,
Flat,3,Coal,Pre 1930,Open fires,12398,kgCO2/year,defra/BRE/dgen 2007,
